Open,High,Low,Close,Adj Close,Volume,Delta,to_predict
19053.203125,19237.384765625,18770.970703125,19172.46875,19172.46875,32459287866,119.265625,1
19172.380859375,19248.068359375,19132.244140625,19208.189453125,19208.189453125,16104440957,35.80859375,1
19207.734375,19646.65234375,19124.197265625,19567.0078125,19567.0078125,22128794335,359.2734375,1
19567.76953125,19589.125,19206.32421875,19345.572265625,19345.572265625,30202235805,-222.197265625,0
19344.96484375,20348.412109375,19261.447265625,20095.857421875,20095.857421875,47761524910,750.892578125,1
20092.236328125,20938.134765625,20076.1171875,20770.44140625,20770.44140625,58895950537,678.205078125,1
20772.802734375,20854.044921875,20255.373046875,20285.8359375,20285.8359375,49625110402,-486.966796875,0
20287.95703125,20724.98046875,20086.068359375,20595.3515625,20595.3515625,43994715910,307.39453125,1
20595.103515625,20988.39453125,20566.484375,20818.4765625,20818.4765625,40369840645,223.373046875,1
20817.982421875,20917.005859375,20547.462890625,20635.603515625,20635.603515625,31486345556,-182.37890625,0
20633.6953125,20795.3203125,20287.458984375,20495.7734375,20495.7734375,45668466815,-137.921875,0
20494.8984375,20647.2890625,20359.845703125,20485.2734375,20485.2734375,39819303159,-9.625,0
20482.958984375,20742.810546875,20087.134765625,20159.50390625,20159.50390625,55552169483,-323.455078125,0
20162.689453125,20382.095703125,20086.240234375,20209.98828125,20209.98828125,43228750179,47.298828125,1
20208.76953125,21209.560546875,20188.01953125,21147.23046875,21147.23046875,64072727950,938.4609375,1
21144.83203125,21446.88671875,21097.634765625,21282.69140625,21282.69140625,37846047609,137.859375,1
21285.056640625,21345.376953125,20920.19140625,20926.486328125,20926.486328125,35082693210,-358.5703125,0
20924.62109375,21053.24609375,20489.97265625,20602.81640625,20602.81640625,53510852236,-321.8046875,0
20600.671875,20664.607421875,17603.544921875,18541.271484375,18541.271484375,118992465607,-2059.400390625,0
18543.76171875,18590.458984375,15682.6923828125,15880.7802734375,15880.7802734375,102905151606,-2662.9814453125,0
15883.158203125,18054.3125,15834.0185546875,17586.771484375,17586.771484375,83202283721,1703.61328125,1
17583.251953125,17650.943359375,16543.482421875,17034.29296875,17034.29296875,55871616488,-548.958984375,0
17036.875,17066.67578125,16651.775390625,16799.185546875,16799.185546875,29717699419,-237.689453125,0
16799.72265625,16920.765625,16320.634765625,16353.365234375,16353.365234375,27209183682,-446.357421875,0
16352.0283203125,17109.32421875,15872.94140625,16618.19921875,16618.19921875,49630243054,266.1708984375,1
16617.484375,17051.962890625,16542.55078125,16884.61328125,16884.61328125,36599436183,267.12890625,1
16884.341796875,16960.294921875,16430.111328125,16669.439453125,16669.439453125,33925512989,-214.90234375,0
16670.42578125,16726.439453125,16460.68359375,16687.517578125,16687.517578125,27868914022,17.091796875,1
16687.912109375,16947.05859375,16564.611328125,16697.77734375,16697.77734375,26862218609,9.865234375,1
16696.220703125,16797.876953125,16570.41015625,16711.546875,16711.546875,16106223492,15.326171875,1
16712.919921875,16746.779296875,16248.6923828125,16291.83203125,16291.83203125,21313378652,-421.087890625,0
16291.2236328125,16291.2236328125,15599.046875,15787.2841796875,15787.2841796875,37429485518,-503.939453125,0
15782.30078125,16253.0478515625,15656.6064453125,16189.76953125,16189.76953125,30726828760,407.46875,1
16195.5888671875,16638.193359375,16170.5029296875,16610.70703125,16610.70703125,32958875628,415.1181640625,1
16611.63671875,16771.474609375,16501.767578125,16604.46484375,16604.46484375,26129037414,-7.171875,0
16602.26953125,16603.31640625,16388.404296875,16521.841796875,16521.841796875,18678255976,-80.427734375,0
16521.576171875,16666.86328125,16416.228515625,16464.28125,16464.28125,18000008764,-57.294921875,0
16463.8828125,16594.40625,16437.025390625,16444.626953125,16444.626953125,20443898509,-19.255859375,0
16440.22265625,16482.93359375,16054.5302734375,16217.322265625,16217.322265625,27743025156,-222.900390625,0
16217.6396484375,16522.2578125,16139.396484375,16444.982421875,16444.982421875,23581685468,227.3427734375,1
16445.4765625,17190.9375,16445.4765625,17168.56640625,17168.56640625,29523576583,723.08984375,1
17168.001953125,17197.498046875,16888.388671875,16967.1328125,16967.1328125,22895392882,-200.869140625,0
16968.68359375,17088.66015625,16877.880859375,17088.66015625,17088.66015625,19539705127,119.9765625,1
17090.09765625,17116.041015625,16888.140625,16908.236328125,16908.236328125,16217776704,-181.861328125,0
16908.169921875,17157.767578125,16903.439453125,17130.486328125,17130.486328125,16824520830,222.31640625,1
17128.89453125,17378.15234375,16922.431640625,16974.826171875,16974.826171875,22209086834,-154.068359375,0
16975.23828125,17091.86328125,16939.921875,17089.50390625,17089.50390625,19889922369,114.265625,1
17089.505859375,17109.376953125,16750.55859375,16848.126953125,16848.126953125,19675404389,-241.37890625,0
16847.349609375,17267.916015625,16788.783203125,17233.474609375,17233.474609375,20496603770,386.125,1
17232.1484375,17280.546875,17100.8359375,17133.15234375,17133.15234375,20328426366,-98.99609375,0
17134.220703125,17216.826171875,17120.68359375,17128.724609375,17128.724609375,12706781969,-5.49609375,0
17129.7109375,17245.634765625,17091.8203125,17104.193359375,17104.193359375,14122486832,-25.517578125,0
17102.5,17212.564453125,16899.39453125,17206.4375,17206.4375,19617581341,103.9375,1
17206.44140625,17930.0859375,17111.763671875,17781.318359375,17781.318359375,26634741631,574.876953125,1
17782.06640625,18318.53125,17739.513671875,17815.650390625,17815.650390625,25534481470,33.583984375,1
17813.64453125,17846.744140625,17322.58984375,17364.865234375,17364.865234375,20964448341,-448.779296875,0
17364.546875,17505.525390625,16584.701171875,16647.484375,16647.484375,24031608960,-717.0625,0
16646.982421875,16800.58984375,16614.029296875,16795.091796875,16795.091796875,14463581825,148.109375,1
16795.609375,16815.38671875,16697.8203125,16757.9765625,16757.9765625,10924354698,-37.6328125,0
16759.041015625,16807.52734375,16398.13671875,16439.6796875,16439.6796875,17221074814,-319.361328125,0
16441.787109375,17012.984375,16427.8671875,16906.3046875,16906.3046875,22722096615,464.517578125,1
16904.52734375,16916.80078125,16755.912109375,16817.53515625,16817.53515625,14882945045,-86.9921875,0
16818.380859375,16866.673828125,16592.408203125,16830.341796875,16830.341796875,16441573050,11.9609375,1
16829.64453125,16905.21875,16794.458984375,16796.953125,16796.953125,15329265213,-32.69140625,0
16796.9765625,16864.703125,16793.52734375,16847.755859375,16847.755859375,9744636213,50.779296875,1
16847.505859375,16860.5546875,16755.25390625,16841.986328125,16841.986328125,11656379938,-5.51953125,0
16842.25,16920.123046875,16812.369140625,16919.8046875,16919.8046875,11886957804,77.5546875,1
16919.291015625,16959.845703125,16642.072265625,16717.173828125,16717.173828125,15748580239,-202.1171875,0
16716.400390625,16768.169921875,16497.556640625,16552.572265625,16552.572265625,17005713920,-163.828125,0
16552.322265625,16651.755859375,16508.68359375,16642.341796875,16642.341796875,14472237479,90.01953125,1
16641.330078125,16643.427734375,16408.474609375,16602.5859375,16602.5859375,15929162910,-38.744140625,0
